,Unnamed: 0,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
3908,28513,200505230003,2005,5,23,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.389934000000004,44.460652,1.0,0,,"05/23/2005: A car bomb exploded outside a restaurant in the Sadr City district of Baghdad, Iraq, killing eight people and wounding 110 others. The restaurant is often frequented by Shi`i followers of Muqtada al-Sadr as well as local police. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,2.0,Restaurant/Bar/Café,Civilan(s),Civilian patrons of a local restaurant,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,8.0,0.0,0.0,110.0,0.0,,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"Kim Sengupta and Anne Penketh, “Security chief killed on day of lethal violence in Iraq,” Belfast Telegraph, May 24, 2005.","Nicolas Rothwell, “Battle for Baghdad streets,” The Australian, May 24, 2005.","Adrian Blomfield, “Iraqi forces swoop on rebel areas as bombers strike again,” The Daily Telegraph (London), May 24, 2005.",CETIS,-9,-9,0,-9,
3909,28514,200505230004,2005,5,23,,0,,95,Iraq,10,Middle East & North Africa,Saladin,Tuz Khormato,34.88576,44.639424,1.0,0,,"05/23/2005: A suicide truck bomb targeting a Kurdish official exploded in the town of Tuz Khurmatu, Iraq, killing 5 people and wounding 18 others. The official, Mohammed Mahmud, was wounded in the explosion. The group Ansar al-Sunna claimed responsibility for the attack in a statement on the internet.",1,1,1,0,,,0,1,1,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Member of the political party Patriotic Union of Kurdistan,Mohammed Mahmud,95.0,Iraq,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilian companions,Brother of Mohammed Mahmud and other travelling companions,95.0,Iraq,,,,,,,,,Ansar al-Sunna,,,,,,Unknown,0.0,,,1.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,6.0,0.0,1.0,18.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"“Attacks kill at least 7 Iraqis, 4 US troops,” China Daily, May 24, 2005.","Adrian Blomfield, “Iraqi forces swoop on rebel areas as bombers strike again,” The Daily Telegraph (London), May 24, 2005.","“Al-Qaeda linked group claims attack targeting Kurdish official in Iraq,” Agence France Presse, May 24, 2005.",CETIS,0,0,0,0,
3910,28515,200505230005,2005,5,23,,0,,95,Iraq,10,Middle East & North Africa,Nineveh,Tal Afar,36.374029,42.451435,1.0,0,,"05/23/2005: Two suicide car bombs exploded outside the home of a community leader in Tal Afar, Iraq, killing at least 20 people and wounding 20 others. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Shi`i community organization,Bystanders near community leader's house,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,20.0,0.0,2.0,20.0,0.0,,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"“Iraq's guerilla war claims 50 more lives,” Daily Mail (London), May 24, 2005.","Kim Sengupta and Anne Penketh, “Security chief killed on day of lethal violence in Iraq,” The Independent (London), May 24, 2005.","Michael Howard, “Unity call by rebel Shia leader as sectarian bombings spread,” The Guardian (London), May 24, 2005.",CETIS,-9,-9,0,-9,
3911,28516,200505230006,2005,5,23,,0,,95,Iraq,10,Middle East & North Africa,Babil,Mahmudiyah,33.055377,44.37146,1.0,0,,"05/23/2005: A suicide car bomb exploded outside a Shi`i mosque in Mahmudiyah, Iraq, killing at least 7 people and wounding 23 others. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,86.0,Place of Worship,Worshippers,Civilian worshippers at mosque,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,8.0,0.0,1.0,23.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"Richard A. Oppel Jr., “Car bombs kill 33 in Iraq; Shi`is again targets in fresh wave of attacks,” The International Herald Tribune, May 24, 2005.","Michael Georgy, “Baghdad bombs kill up to 50 and injure 130 more,” The Irish Times, May 24, 2005.","Michael Georgy, “Guerrilla attacks kill 26, wound dozens: Rise in sectarianism raises fear of civil war,” National Post (f/k/a The Financial Post) (Canada), May 24, 2005.",CETIS,-9,-9,0,-9,
3913,28523,200505240004,2005,5,24,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"05/24/2005: A car bomb exploded outside a school for girls in a Christian neighborhood of Baghdad, Iraq, killing 6 bystanders and wounding 4 others. Three cars and several nearby building were also damaged in the blast. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,School,Junior High School for girls,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,6.0,0.0,0.0,4.0,0.0,0.0,1,3.0,Minor (likely < $1 million),-99.0,Three cars and several nearby buildings were damaged in the blast,0.0,,,,,,,,,,,,,,,,,"Omar Sinan, “Car bomb kills six in Baghdad; U.S.-Iraqi forces detain more suspected terrorists,” The Associated Press, May 24, 2005.","“Violence continues in Iraq,” UPI, May 24, 2005.","Omar Sinan, “Bomb kills six despite crackdown on rebels,” The Advertiser, May 25, 2005.",CETIS,-9,-9,0,-9,
3914,28526,200505240007,2005,5,24,,1,2005-05-28,95,Iraq,10,Middle East & North Africa,Al Anbar,Qaim,34.36871,41.094506,1.0,1,"The bodies of the 10 victims were found by Iraqi police near al Qa'im city, west of Baghdad. The victims had been abducted near the Iraqi/Syrian border.","05/24/2005: Ten Iraqi civilians were abducted by an unidentified armed group near the Iraqi/Syrian border. Four days later, on 28 May, their bodies were found by police in al Qa'im city, near Baghdad. The Iraqi police reported that the ten men had recently returned from Syria. Their bodies showed evidence of tourture.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),2.0,Armed Assault,,,14,Private Citizens & Property,,,,,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,,,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,0.0,0,,,,,1.0,10.0,0.0,,4.0,,,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),,,"“Police said killed; bodies of 10 men shot dead found in Iraq,” BBC Monitoring Middle East, May 28, 2005.",,,CETIS,-9,-9,0,-9,
3915,28531,200505250004,2005,5,25,,0,,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1.0,0,,"05/25/2005: Unidentified gunmen shot and killed Colonel Mikhlif Mosa, a local police chief, in Mosul, Iraq. The policeman’s relative was also killed in the assault. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,1,Assassination,,,,,3,Police,25.0,Police Security Forces/Officers,Iraqi Police Service (IPS),Police Chief Colonel Mikhlif Mosa,95.0,Iraq,14.0,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Civilian Companion,Relative of Police Chief Colonel Mikhlif Mosa,95.0,Iraq,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"“Four killed in Iraq attacks,” Agence France Presse, May 25, 2005.","“Xinhua: Gunmen Assassinate Police Chief in Northern Iraq,” Xinhua General News Service, May 25, 2005.","Ellen Knickmeyer, “Reports: Zarqawi Shot in Lung; Marines and Iraqis Launch Major Offensive in Volatile West” The Washington Post, May 26, 2005.",CETIS,-9,-9,0,-9,
3916,28533,200505260002,2005,5,26,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"05/26/2005: Unidentified gunmen shot and killed Musa Sallum Abbas, a professor at Al-Mustansiriyah University, outside his home in Baghdad, Iraq. The professor’s 3 bodyguards were also killed in the assault. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,1,Assassination,,,,,8,Educational Institution,48.0,Teacher/Professor/Instructor,Al-Mustansiriyah University professor,Professor Musa Sallum Abbas,95.0,Iraq,3.0,Police,25.0,Police Security Forces/Officers,Bodyguards,Bodyguards assigned to the professor,95.0,Iraq,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"Kim Sengupta, “40,000 Iraqi troops to fight insurgency in Baghdad,” The Independent (London), May 27, 2005.","“Al-Sharqiyah: University Professor, 3 Civilians Killed by Armed Group in Baghdad,” Al-Sharqiyah, May 26, 2005.","“Ten killed in violence in Baghdad,” AFX International Focus, May 26, 2005.",CETIS,-9,-9,0,-9,
3917,28534,200505260003,2005,5,26,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"05/26/2005: Unidentified gunmen opened fire on the house of the undersecretary of Iraq’s Interior Ministry, Hiqmat Mussa Salman, in the Ghazaliyah district of Baghdad, Iraq. Four policemen were injured in the assault. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,2,Armed Assault,7.0,Facility/Infrastructure Attack,,,3,Police,25.0,Police Security Forces/Officers,Iraqi Police Service (IPS),Police guards assigned to the house of the undersecretary of the Interior Ministry,95.0,Iraq,14.0,Private Citizens & Property,76.0,House/Apartment/Residence,Residence of government official,Residence of the undersecretary of the Interior Ministry,95.0,Iraq,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"“Ten killed in Baghdad violence,” Agence France Presse, May 26, 2005.","“Al-Sharqiyah: 4 Wounded in Attack on Interior Ministry Undersecretary's House,” Al-Sharqiyah, May 26, 2005.","“ROUNDUP: Iraq to launch major counter-insurgent offensive,” Deutsche Presse-Agentur, May 26, 2005.",CETIS,-9,-9,0,-9,
3918,28535,200505260004,2005,5,26,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"05/26/2005: A member of the Islamist Dawa party, Fakhri Abd Amiri, was found dead in the Qadissiah district of Baghdad, Iraq. No group claimed responsibility for the assassination.",1,1,1,0,,,0,1,0,1,Assassination,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Member of the political party Dawa,Politician Fakhri Abd Amiri,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"The body was found on this date, but it is not clear when the victim was killed.","“Ten killed in Baghdad violence,” Agence France Presse, May 26, 2005.","“Iraq: Jaafari party member found with slit throat,” ANSA English Media Service, May 26, 2005.","“Three killed in Baghdad suicide car bomb,” Agence France Presse, May 26, 2005.",CETIS,-9,-9,0,-9,
3919,28538,200505270003,2005,5,27,,0,,95,Iraq,10,Middle East & North Africa,At Tamim,Kirkuk,35.46883,44.39098,1.0,0,,"05/27/2005: Unidentified gunmen shot and killed Shaykh Nayif Sabhan al-Juburi, a leader of the Al-Jubur tribe, outside his home in Kirkuk, Iraq. No group claimed responsibility for the assassination.",1,1,1,0,,,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,68.0,Named Civilian,Arab tribal leader,Tribal leader Shaykh Nayif Sabhan al-Juburi,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"“Arab Shaykh Killed in Kirkuk, Northern Iraq,” KurdSat, May 28, 2005.","“Al-Sharqiyah TV: Gunmen Kill Al-Jubur Tribe Leader in Kirkuk,” Al-Sharqiyah, May 28, 2005.","John F. Burns, “Violence Surges Across Iraq, With Reports of at Least 30 People Killed in Attacks,” The New York Times, May 29, 2005.",CETIS,-9,-9,0,-9,
3922,28559,200505290010,2005,5,29,,1,2005-05-29,95,Iraq,10,Middle East & North Africa,At Tamim,Kirkuk,35.46883,44.39098,1.0,0,,"05/29/2005: Insurgents killed General Ahmad Saleh al-Baranzanchi, the director of internal affairs of the province of Kirkuk, after abducting him from his home in Kirkuk, Iraq. The group Ansar al-Sunna claimed responsibility for the assassination.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),1.0,Assassination,2.0,Armed Assault,2,Government (General),18.0,"Government Personnel (excluding police, military)",Director of Internal Affairs of Kirkuk,Director of Internal Affairs General Ahmad Saleh al-Baranzanchi,95.0,Iraq,,,,,,,,,,,,,,,,,Ansar al-Sunna,,,,,,Unknown,0.0,,,,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,-99.0,,1.0,1.0,0.0,2.0,,,Unknown,0.0,,,,,,4.0,Hostage(s) killed (not during rescue attempt),0.0,,"“Iraq attack kills 27, US detains Sunni political chief 'by mistake',” Agence France Presse, May 30, 2005.","“KUNA: Officer 'Assassinated' in Kirkuk, Two Bodies Discovered in Al-Anbar,” KUNA, May 30, 2005.","“Iraqi politician arrested as bombs kill 27,” China Daily, May 31, 2005.",CETIS,0,0,0,0,
3923,28560,200505290011,2005,5,29,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"05/29/2005: A suicide car bomb exploded at the gates of the Iraqi Oil Ministry in Baghdad, Iraq, killing 2 police guards and injuring 6 bystanders. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,Iraqi Oil Ministry,Occupants of the Iraqi Oil Ministry,95.0,Iraq,3.0,Police,25.0,Police Security Forces/Officers,Police guards,Police guards assigned to protect the Iraqi Oil Ministry,95.0,Iraq,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,3.0,0.0,1.0,6.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"“Quds Press: Car Bomb Explodes Near Iraqi Oil Ministry 29 May,” Quds Press, May 29, 2005.","“Xinhua Learns Suicide Car Bomb Kills at Least 2 Outside Iraqi Oil Ministry,” Xinhua General News Service, May 29, 2005.","Carol J. Williams, “Militants target new Baghdad checkpoints,” The Toronto Star, May 30, 2005.",CETIS,-9,-9,0,-9,
3924,28561,200505290012,2005,5,29,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"05/29/2005: A suicide bomber targeting the Iraqi Oil Ministry detonated his vehicle just outside the ministry building, killing two security guards. No group claimed responsibilty for the attack. There was no report of damage to the facility.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,21,Utilities,108.0,Oil,Iraqi Oil Ministry,,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,The likely motive was to disrupt the abilities of the newly formed Irai government to function.,0.0,,,1.0,0.0,0.0,,,,,,,,,,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,2.0,0.0,1.0,,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“1st lead: Suicide car bomb kills at least 2 outside Iraqi Oil Ministry,” Xinhua General News Service, May 29, 2005.","“Urgent: Suicide attacker detonates car bomb outside Iraqi Oil Ministry,” Associated Press Worldstream, May 29, 2005.",,CETIS,-9,-9,0,-9,
3925,28562,200505290013,2005,5,29,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.2975,44.290556,1.0,0,,"05/29/2005: Insurgents attacked a police major crimes unit in the Amariyah neighborhood of Baghdad using rocket-propelled grenades, mortars, machine-guns, and a car bomb. The attack killed seven civilians and four police officers, and wounded twelve civilians. Al-Qaeda in Iraq claimed responsibility for the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,2.0,Armed Assault,7.0,Facility/Infrastructure Attack,3,Police,25.0,Police Security Forces/Officers,Iraqi Police Service (IPS),Unit,95.0,Iraq,14.0,Private Citizens & Property,,,,,,,,,,,,,,,Al-Qa`ida in Iraq,,,,,,The likely motive was to break detained militants out of custody. The insurgents were unsuccessful in this regard.,1.0,,,,,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives/Bombs/Dynamite,15.0,Vehicle,5.0,Firearms,2.0,Automatic Weapon,6.0,Explosives/Bombs/Dynamite,11.0,"Projectile (rockets, mortars, RPGs, etc.)",,,,,"The attackers utilized a car bomb, RPG's, and mortars.",11.0,0.0,,12.0,0.0,,1,4.0,Unknown,,,0.0,,,,,,,,,,,,,,,,,"Paul Garwood, “Iraq on the offensive to stop slaughter; Baghdad divided into tight quadrants as ‘iron fist’ will strike insurgents first,” Associated Press, May 30, 2005.",,,CETIS,0,0,0,0,
3927,28564,200505300002,2005,5,30,,0,,95,Iraq,10,Middle East & North Africa,Babil,Hillah,32.483333,44.43333300000001,1.0,0,,"05/30/2005: Three suicide bombers detonated explosives during a police rally in Al-Hillah, Iraq, killing 31 and wounding 108 others. The group Al-Qa’ida in Iraq claimed responsibility for the attack.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,3,Police,25.0,Police Security Forces/Officers,Iraqi Police Service (IPS),Police officers protesting at a rally,95.0,Iraq,,,,,,,,,,,,,,,,,Al-Qa`ida in Iraq,,,,,,Unknown,0.0,,,3.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives/Bombs/Dynamite,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,34.0,0.0,3.0,108.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"Jonathan Finer and Saad Sarhan, “Three Bombers Kill 31 In Iraq; Well-Coordinated Attacks Target A Police Protest,” The Washington Post, May 31, 2005.","Jeffrey Fleishman and Louise Roug, “U.S. raid heightens distrust in Iraq,” The Star-Ledger (Newark, New Jersey), May 31, 2005.","“Iraq attack kills 27, US detains Sunni political chief 'by mistake,'” Agence France Presse, May 30, 2005.",CETIS,0,0,0,0,
3928,28566,200505300005,2005,5,30,,0,,95,Iraq,10,Middle East & North Africa,Babil,Hillah,32.483494,44.433269,1.0,0,,"05/30/2005: A group loyal to Abu Musab al-Zarqawi claimed responsibility for double suicide attacks in Hillah that killed twenty-seven and injured at least 118.  The suicide bombers entered a crowd of more than 500 former police commandos who were protesting outside the police station, and new recruits who were there to apply to join the police.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,14,Private Citizens & Property,67.0,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95.0,Iraq,,,,,,,,,,,,,,,,,Al-Qa`ida in Iraq,,,,,,"The motive of the attack was to kill new and former police officers, and to discourage others from joining the police force.",1.0,,,2.0,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives/Bombs/Dynamite,13.0,Suicide (carried bodily by human being),,,,,,,,,,,,,,27.0,0.0,2.0,128.0,0.0,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,,"“Zarqawi group says it carried out double suicide attacks,” Agence France Presse, May 30, 2005.","“Al Zarqawi group claims Iraq’s double suicide attack – Al Jazeera,” BBC Monitoring Middle East, May 30, 2005.",,CETIS,0,0,0,0,
3929,28569,200505310002,2005,5,31,,0,,95,Iraq,10,Middle East & North Africa,Nineveh,Mosul,36.34,43.13,1.0,0,,"05/31/2005: Unidentified gunmen shot and killed Jerges Mohammed Sultan, a journalist for the Iraqi state television station Al-Iraqiya, outside his home in Mosul, Iraq. No group claimed responsibility for the attack.",1,1,1,0,,,0,1,0,1,Assassination,,,,,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,Journalist for Iraqi state television station Al-Iraqiya,Journalist Jerges Mohammed Sultan,95.0,Iraq,,,,,,,,,,,,,,,,,Unknown,,,,,,Unknown,0.0,,,,0.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,-9,4.0,Unknown,-99.0,,0.0,,,,,,,,,,,,,,,,,"“Crashes kill US, Italian troops,” China Daily, June 01, 2005.","Ellen Knickmeyer and Othman Mohammed, “Governor in Iraq Is Found Dead; Abducted Anbar Official Apparently Died As U.S. Tanks Battled Foreign Fighters,” The Washington Post, June 01, 2005.","Hamza Hendawi, “Iraq leaders offer Sunnis a voice,” The Star-Ledger (Newark, New Jersey), June 01, 2005.",CETIS,-9,-9,0,-9,
3936,28609,200506110001,2005,6,11,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"06/11/2005: A suicide car bomb severely damaged the building of the Slovak Embassy in Baghdad, Iraq, resulting in no casualties and no damage to the residence. An Iraqi branch of Al-Qa`ida claimed responsibility for the attack, claiming that a meeting of US CIA agents was going on inside the embassy.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,Slovak Ministry of Foreign Affairs,Slovak Embassy in Baghdad,179.0,Slovak Republic,2.0,Government (General),20.0,Intelligence,US Central Intelligence Agency,CIA agents in Iraq,217.0,United States,,,,,,,,,Al-Qa`ida in Iraq,,,,,,"According to the announced claim, they were targeting US CIA agents who they claimed were meeting in the Slovak Embassy.",0.0,,,1.0,0.0,1.0,10.0,Unknown,,,,,,,-9.0,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,1,2.0,Major (likely > $1 million but < $1 billion),-99.0,"Reports say that the embassy building was severely damage, both externally and internally.",0.0,,,,,,,,,,,,,,,,"Slovak Intelligence responded to the attack by announcing that they feared that Slovaks might now be targeted by al-Qa'ida. In addition, the claimed meeting of US CIA agents in the Slovak Embassy was unconfirmed. The US might not have been a target.","""Suicide Bomber Damages Slovak Embassy in Iraq -- Slovak Official,"" TA3 Television, June 11, 2005.","""Slovaks' No Comment on Claim of al-Qa'idah Link to Attack on Embassy in Iraq,"" Radio Twist, June 11, 2005.","""Slovaks Might be Targeted by Terrorists -- Slovak Intelligenc Service,"" Radio Slovenska, June 12, 2005.",CETIS,0,1,1,1,
3938,28618,200506130001,2005,6,13,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.3,44.4,1.0,0,,"06/13/2005: An American convoy was attacked in Baghdad using a booby-trapped car. The attack, which may have been targeting an unspecified US diplomat, killed two Iraqis and might have wounded some American soldiers. The al-Zarqawi group, Tanzim al-Qa'ida fi Bilad al-Rafidayn [Al-Qa`ida Organization in the Land of the Two Rivers], claimed responsibility.",1,1,1,0,,,0,1,1,3,Bombing/Explosion,1.0,Assassination,,,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",US Department of State,US diplomat in Baghdad,217.0,United States,4.0,Military,29.0,Military Unit/Patrol/Convoy,United States Military,US Army convoy escorting a US diplomat,217.0,United States,,,,,,,,,Al-Qa`ida in Iraq,,,,,,Unknown,0.0,,,,0.0,1.0,7.0,"Posted to website, blog, etc.",,,,,,,-9.0,6,Explosives/Bombs/Dynamite,15.0,Vehicle,,,,,,,,,,,,,,3.0,0.0,1.0,,,0.0,0,,,,,0.0,,,,,,,,,,,,,,,,"Authorities were unsure who or what the exact target was, and reports of the claim did not specify an intended target. Reports also do not confirm or deny whether there were American soldiers who were wounded in the attack.","""'High-Ranking US Diplomat' Survives Suicide Attack in Iraq 13 Jun,"" Al-Arabiyah Television, June 13, 2005.","""Al-Zarqawi Group Claims Responsibility for 13 June Attacks in Iraq,"" Al-Arabiyah Television, June 14, 2005","""Program Summary:  Doha Al-Jazirah SAT TV 1300 GMT 13 Jun 05,"" Al-Jazirah Satellite Television Network, June 13, 2005.",CETIS,0,1,1,1,
